Time	Position
1.473	1.0546
1.474	1.06137
1.475	1.06812
1.476	1.07488
1.477	1.08163
1.478	1.08837
1.479	1.09511
1.48	1.10184
1.481	1.10857
1.482	1.1153
1.483	1.12202
1.484	1.12873
1.485	1.13544
1.486	1.14215
1.487	1.14885
1.488	1.15554
1.489	1.16223
1.49	1.16891
1.491	1.17558
1.492	1.18225
1.493	1.18892
1.494	1.19558
1.495	1.20223
1.496	1.20887
1.497	1.21551
1.498	1.22214
1.499	1.22877
1.5	1.23539
1.501	1.242
1.502	1.2486
1.503	1.2552
1.504	1.26179
1.505	1.26837
1.506	1.27494
1.507	1.2815
1.508	1.28806
1.509	1.29461
1.51	1.30115
1.511	1.30768
1.512	1.3142
1.513	1.32072
1.514	1.32722
1.515	1.33371
1.516	1.3402
1.517	1.34667
1.518	1.35314
1.519	1.35959
1.52	1.36603
1.521	1.37246
1.522	1.37889
1.523	1.3853
1.524	1.39169
1.525	1.39808
1.526	1.40446
1.527	1.41082
1.528	1.41717
1.529	1.4235
1.53	1.42983
1.531	1.43614
1.532	1.44244
1.533	1.44872
1.534	1.45499
1.535	1.46124
1.536	1.46748
1.537	1.4737
1.538	1.47991
1.539	1.4861
1.54	1.49227
1.541	1.49843
1.542	1.50457
1.543	1.5107
1.544	1.5168
1.545	1.52289
1.546	1.52896
1.547	1.53501
1.548	1.54104
1.549	1.54705
1.55	1.55304
1.551	1.559
1.552	1.56495
1.553	1.57088
1.554	1.57678
1.555	1.58266
1.556	1.58852
1.557	1.59435
1.558	1.60016
1.559	1.60594
1.56	1.6117
1.561	1.61743
1.562	1.62314
1.563	1.62881
1.564	1.63446
1.565	1.64009
1.566	1.64568
1.567	1.65124
1.568	1.65677
1.569	1.66228
1.57	1.66775
1.571	1.67318
1.572	1.67859
1.573	1.68396
1.574	1.68929
1.575	1.6946
1.576	1.69986
1.577	1.70509
1.578	1.71028
1.579	1.71543
1.58	1.72055
1.581	1.72562
1.582	1.73065
1.583	1.73564
1.584	1.74059
1.585	1.7455
1.586	1.75036
1.587	1.75518
1.588	1.75995
1.589	1.76467
1.59	1.76935
1.591	1.77397
1.592	1.77855
1.593	1.78308
1.594	1.78756
1.595	1.79198
1.596	1.79635
1.597	1.80067
1.598	1.80493
1.599	1.80913
1.6	1.81328
1.601	1.81737
1.602	1.8214
1.603	1.82537
1.604	1.82928
1.605	1.83313
1.606	1.83691
1.607	1.84063
1.608	1.84428
1.609	1.84787
1.61	1.85139
1.611	1.85484
1.612	1.85822
1.613	1.86153
1.614	1.86477
1.615	1.86794
1.616	1.87103
1.617	1.87405
1.618	1.877
1.619	1.87987
1.62	1.88266
1.621	1.88537
1.622	1.88801
1.623	1.89056
1.624	1.89303
1.625	1.89543
1.626	1.89773
1.627	1.89996
1.628	1.9021
1.629	1.90416
1.63	1.90613
1.631	1.90801
1.632	1.90981
1.633	1.91152
1.634	1.91314
1.635	1.91467
1.636	1.91612
1.637	1.91747
1.638	1.91873
1.639	1.9199
1.64	1.92098
1.641	1.92196
1.642	1.92286
1.643	1.92366
1.644	1.92436
1.645	1.92498
1.646	1.9255
1.647	1.92592
1.648	1.92626
1.649	1.92649
1.65	1.92664
1.651	1.92668
1.652	1.92664
1.653	1.9265
1.654	1.92626
1.655	1.92593
1.656	1.92551
1.657	1.92499
1.658	1.92438
1.659	1.92367
1.66	1.92287
1.661	1.92198
1.662	1.921
1.663	1.91992
1.664	1.91875
1.665	1.91749
1.666	1.91614
1.667	1.9147
1.668	1.91317
1.669	1.91155
1.67	1.90985
1.671	1.90805
1.672	1.90617
1.673	1.9042
1.674	1.90214
1.675	1.9
1.676	1.89778
1.677	1.89547
1.678	1.89308
1.679	1.89061
1.68	1.88806
1.681	1.88543
1.682	1.88271
1.683	1.87992
1.684	1.87706
1.685	1.87411
1.686	1.8711
1.687	1.868
1.688	1.86484
1.689	1.8616
1.69	1.85829
1.691	1.85491
1.692	1.85146
1.693	1.84794
1.694	1.84435
1.695	1.8407
1.696	1.83698
1.697	1.8332
1.698	1.82936
1.699	1.82545
1.7	1.82148
1.701	1.81745
1.702	1.81337
1.703	1.80922
1.704	1.80502
1.705	1.80076
1.706	1.79644
1.707	1.79207
1.708	1.78765
1.709	1.78317
1.71	1.77865
1.711	1.77407
1.712	1.76944
1.713	1.76477
1.714	1.76004
1.715	1.75527
1.716	1.75046
1.717	1.7456
1.718	1.74069
1.719	1.73574
1.72	1.73075
1.721	1.72572
1.722	1.72065
1.723	1.71554
1.724	1.71038
1.725	1.70519
1.726	1.69997
1.727	1.6947
1.728	1.6894
1.729	1.68407
1.73	1.6787
1.731	1.67329
1.732	1.66786
1.733	1.66239
1.734	1.65689
1.735	1.65135
1.736	1.64579
1.737	1.6402
1.738	1.63458
1.739	1.62893
1.74	1.62325
1.741	1.61755
1.742	1.61182
1.743	1.60606
1.744	1.60027
1.745	1.59447
1.746	1.58863
1.747	1.58278
1.748	1.5769
1.749	1.571
1.75	1.56507
1.751	1.55913
1.752	1.55316
1.753	1.54717
1.754	1.54116
1.755	1.53513
1.756	1.52908
1.757	1.52301
1.758	1.51693
1.759	1.51082
1.76	1.5047
1.761	1.49856
1.762	1.4924
1.763	1.48622
1.764	1.48003
1.765	1.47383
1.766	1.4676
1.767	1.46137
1.768	1.45511
1.769	1.44884
1.77	1.44256
1.771	1.43627
1.772	1.42996
1.773	1.42363
1.774	1.4173
1.775	1.41095
1.776	1.40458
1.777	1.39821
1.778	1.39182
1.779	1.38543
1.78	1.37902
1.781	1.37259
1.782	1.36616
1.783	1.35972
1.784	1.35327
1.785	1.3468
1.786	1.34033
1.787	1.33384
1.788	1.32735
1.789	1.32085
1.79	1.31433
1.791	1.30781
1.792	1.30128
1.793	1.29474
1.794	1.28819
1.795	1.28164
1.796	1.27507
1.797	1.2685
1.798	1.26192
1.799	1.25533
1.8	1.24873
1.801	1.24213
1.802	1.23552
1.803	1.2289
1.804	1.22228
1.805	1.21565
1.806	1.20901
1.807	1.20236
1.808	1.19571
1.809	1.18905
1.81	1.18239
1.811	1.17572
1.812	1.16904
1.813	1.16236
1.814	1.15567
1.815	1.14898
1.816	1.14228
1.817	1.13558
1.818	1.12887
1.819	1.12215
1.82	1.11543
1.821	1.10871
1.822	1.10198
1.823	1.09525
1.824	1.08851
1.825	1.08176
1.826	1.07501
1.827	1.06826
1.828	1.0615
1.829	1.05474
1.83	1.04798
1.831	1.0412
1.832	1.03443
1.833	1.02765
1.834	1.02087
1.835	1.01408
1.836	1.00729
1.837	1.0005
1.838	0.993702
1.839	0.986901
1.84	0.980096
1.841	0.973288
1.842	0.966476
1.843	0.959661
1.844	0.952843
1.845	0.946021
1.846	0.939196
1.847	0.932368
1.848	0.925536
1.849	0.918702
1.85	0.911865
1.851	0.905024
1.852	0.898181
1.853	0.891335
1.854	0.884485
1.855	0.877634
1.856	0.870779
1.857	0.863922
1.858	0.857062
1.859	0.850199
1.86	0.843334
1.861	0.836466
1.862	0.829596
1.863	0.822723
1.864	0.815848
1.865	0.80897
1.866	0.80209
1.867	0.795208
1.868	0.788323
1.869	0.781436
1.87	0.774547
1.871	0.767656
1.872	0.760762
1.873	0.753866
1.874	0.746969
1.875	0.740069
1.876	0.733167
1.877	0.726263
1.878	0.719357
1.879	0.712449
1.88	0.70554
1.881	0.698628
1.882	0.691714
1.883	0.684799
1.884	0.677882
1.885	0.670963
1.886	0.664042
1.887	0.65712
1.888	0.650195
1.889	0.643269
1.89	0.636342
1.891	0.629413
1.892	0.622482
1.893	0.615549
1.894	0.608615
1.895	0.601679
1.896	0.594742
1.897	0.587804
1.898	0.580863
1.899	0.573922
1.9	0.566979
1.901	0.560034
1.902	0.553088
1.903	0.546141
1.904	0.539192
1.905	0.532242
1.906	0.525291
1.907	0.518338
1.908	0.511384
1.909	0.504429
1.91	0.497472
1.911	0.490515
1.912	0.483556
1.913	0.476596
1.914	0.469634
1.915	0.462672
1.916	0.455708
1.917	0.448744
1.918	0.441778
1.919	0.434811
1.92	0.427843
1.921	0.420874
1.922	0.413904
1.923	0.406933
1.924	0.399961
1.925	0.392988
1.926	0.386014
1.927	0.379039
1.928	0.372064
1.929	0.365087
1.93	0.35811
1.931	0.351131
1.932	0.344152
1.933	0.337172
1.934	0.330191
1.935	0.323209
1.936	0.316227
1.937	0.309244
1.938	0.30226
1.939	0.295275
1.94	0.288289
1.941	0.281303
1.942	0.274317
1.943	0.267329
1.944	0.260341
1.945	0.253352
1.946	0.246363
1.947	0.239373
1.948	0.232383
1.949	0.225392
1.95	0.2184
1.951	0.211408
1.952	0.204415
1.953	0.197422
1.954	0.190429
1.955	0.183435
1.956	0.17644
1.957	0.169445
1.958	0.16245
1.959	0.155454
1.96	0.148458
1.961	0.141462
1.962	0.134465
1.963	0.127468
1.964	0.120471
1.965	0.113473
1.966	0.106475
1.967	0.099477
1.968	0.0924786
1.969	0.08548
1.97	0.0784811
1.971	0.0714821
1.972	0.0644829
1.973	0.0574835
1.974	0.050484
1.975	0.0434844
1.976	0.0364846
1.977	0.0294848
1.978	0.0224849
1.979	0.015485
1.98	0.00848501
1.981	0.00148501
1.982	-0.00551499
1.983	-0.012515
1.984	-0.0195149
1.985	-0.0265148
1.986	-0.0335147
1.987	-0.0405145
1.988	-0.0475141
1.989	-0.0545137
1.99	-0.0615131
1.991	-0.0685124
1.992	-0.0755115
1.993	-0.0825104
1.994	-0.0895092
1.995	-0.0965077
1.996	-0.103506
1.997	-0.110504
1.998	-0.117502
1.999	-0.124499
2	-0.131497
2.001	-0.138493
2.002	-0.14549
2.003	-0.152486
2.004	-0.159482
2.005	-0.166477
2.006	-0.173472
2.007	-0.180467
2.008	-0.187461
2.009	-0.194455
2.01	-0.201448
2.011	-0.208441
2.012	-0.215434
2.013	-0.222425
2.014	-0.229417
2.015	-0.236407
2.016	-0.243397
2.017	-0.250387
2.018	-0.257376
2.019	-0.264364
2.02	-0.271352
2.021	-0.278339
2.022	-0.285325
2.023	-0.292311
2.024	-0.299296
2.025	-0.30628
2.026	-0.313264
2.027	-0.320247
2.028	-0.327229
2.029	-0.33421
2.03	-0.34119
2.031	-0.34817
2.032	-0.355149
2.033	-0.362127
2.034	-0.369104
2.035	-0.37608
2.036	-0.383055
2.037	-0.390029
2.038	-0.397003
2.039	-0.403975
2.04	-0.410946
2.041	-0.417917
2.042	-0.424886
2.043	-0.431855
2.044	-0.438822
2.045	-0.445788
2.046	-0.452753
2.047	-0.459717
2.048	-0.46668
2.049	-0.473642
2.05	-0.480603
2.051	-0.487562
2.052	-0.49452
2.053	-0.501477
2.054	-0.508433
2.055	-0.515388
2.056	-0.522341
2.057	-0.529293
2.058	-0.536243
2.059	-0.543193
2.06	-0.550141
2.061	-0.557087
2.062	-0.564032
2.063	-0.570976
2.064	-0.577918
2.065	-0.584859
2.066	-0.591798
2.067	-0.598736
2.068	-0.605672
2.069	-0.612607
2.07	-0.61954
2.071	-0.626472
2.072	-0.633402
2.073	-0.64033
2.074	-0.647257
2.075	-0.654182
2.076	-0.661105
2.077	-0.668027
2.078	-0.674946
2.079	-0.681864
2.08	-0.688781
2.081	-0.695695
2.082	-0.702607
2.083	-0.709518
2.084	-0.716427
2.085	-0.723333
2.086	-0.730238
2.087	-0.737141
2.088	-0.744041
2.089	-0.75094
2.09	-0.757837
2.091	-0.764731
2.092	-0.771623
2.093	-0.778513
2.094	-0.785401
2.095	-0.792287
2.096	-0.79917
2.097	-0.806051
2.098	-0.81293
2.099	-0.819806
2.1	-0.82668
2.101	-0.833551
2.102	-0.84042
2.103	-0.847286
2.104	-0.85415
2.105	-0.861011
2.106	-0.86787
2.107	-0.874726
2.108	-0.881579
2.109	-0.888429
2.11	-0.895276
2.111	-0.902121
2.112	-0.908963
2.113	-0.915801
2.114	-0.922637
2.115	-0.92947
2.116	-0.936299
2.117	-0.943125
2.118	-0.949949
2.119	-0.956768
2.12	-0.963585
2.121	-0.970398
2.122	-0.977208
2.123	-0.984014
2.124	-0.990817
2.125	-0.997616
2.126	-1.00441
2.127	-1.0112
2.128	-1.01799
2.129	-1.02478
2.13	-1.03156
2.131	-1.03833
2.132	-1.0451
2.133	-1.05187
2.134	-1.05863
2.135	-1.06539
2.136	-1.07215
2.137	-1.0789
2.138	-1.08565
2.139	-1.09239
2.14	-1.09912
2.141	-1.10585
2.142	-1.11258
2.143	-1.1193
2.144	-1.12602
2.145	-1.13273
2.146	-1.13944
2.147	-1.14614
2.148	-1.15284
2.149	-1.15953
2.15	-1.16621
2.151	-1.17289
2.152	-1.17956
2.153	-1.18623
2.154	-1.19289
2.155	-1.19954
2.156	-1.20619
2.157	-1.21283
2.158	-1.21947
2.159	-1.22609
2.16	-1.23271
2.161	-1.23933
2.162	-1.24593
2.163	-1.25253
2.164	-1.25912
2.165	-1.26571
2.166	-1.27228
2.167	-1.27885
2.168	-1.28541
2.169	-1.29196
2.17	-1.29851
2.171	-1.30504
2.172	-1.31157
2.173	-1.31808
2.174	-1.32459
2.175	-1.33109
2.176	-1.33758
2.177	-1.34406
2.178	-1.35052
2.179	-1.35698
2.18	-1.36343
2.181	-1.36987
2.182	-1.37629
2.183	-1.38271
2.184	-1.38911
2.185	-1.3955
2.186	-1.40188
2.187	-1.40825
2.188	-1.4146
2.189	-1.42095
2.19	-1.42727
2.191	-1.43359
2.192	-1.43989
2.193	-1.44618
2.194	-1.45245
2.195	-1.45871
2.196	-1.46496
2.197	-1.47119
2.198	-1.4774
2.199	-1.4836
2.2	-1.48978
2.201	-1.49595
2.202	-1.50209
2.203	-1.50822
2.204	-1.51434
2.205	-1.52043
2.206	-1.52651
2.207	-1.53257
2.208	-1.5386
2.209	-1.54462
2.21	-1.55062
2.211	-1.5566
2.212	-1.56255
2.213	-1.56849
2.214	-1.5744
2.215	-1.58029
2.216	-1.58615
2.217	-1.592
2.218	-1.59781
2.219	-1.60361
2.22	-1.60938
2.221	-1.61512
2.222	-1.62083
2.223	-1.62652
2.224	-1.63218
2.225	-1.63782
2.226	-1.64342
2.227	-1.649
2.228	-1.65454
2.229	-1.66006
2.23	-1.66554
2.231	-1.67099
2.232	-1.67641
2.233	-1.68179
2.234	-1.68714
2.235	-1.69246
2.236	-1.69774
2.237	-1.70298
2.238	-1.70819
2.239	-1.71335
2.24	-1.71848
2.241	-1.72357
2.242	-1.72862
2.243	-1.73363
2.244	-1.7386
2.245	-1.74352
2.246	-1.7484
2.247	-1.75324
2.248	-1.75802
2.249	-1.76277
2.25	-1.76746
2.251	-1.77211
2.252	-1.77671
2.253	-1.78126
2.254	-1.78575
2.255	-1.7902
2.256	-1.79459
2.257	-1.79893
2.258	-1.80321
2.259	-1.80744
2.26	-1.81161
2.261	-1.81573
2.262	-1.81978
2.263	-1.82377
2.264	-1.82771
2.265	-1.83158
2.266	-1.83539
2.267	-1.83913
2.268	-1.84281
2.269	-1.84643
2.27	-1.84997
2.271	-1.85345
2.272	-1.85686
2.273	-1.8602
2.274	-1.86347
2.275	-1.86667
2.276	-1.86979
2.277	-1.87284
2.278	-1.87582
2.279	-1.87872
2.28	-1.88154
2.281	-1.88428
2.282	-1.88695
2.283	-1.88954
2.284	-1.89204
2.285	-1.89447
2.286	-1.89681
2.287	-1.89907
2.288	-1.90125
2.289	-1.90334
2.29	-1.90534
2.291	-1.90726
2.292	-1.9091
2.293	-1.91084
2.294	-1.9125
2.295	-1.91407
2.296	-1.91554
2.297	-1.91693
2.298	-1.91823
2.299	-1.91944
2.3	-1.92055
2.301	-1.92158
2.302	-1.92251
2.303	-1.92335
2.304	-1.92409
2.305	-1.92474
2.306	-1.9253
2.307	-1.92576
2.308	-1.92613
2.309	-1.92641
2.31	-1.92659
2.311	-1.92668
2.312	-1.92667
2.313	-1.92656
2.314	-1.92637
2.315	-1.92608
2.316	-1.92569
2.317	-1.92521
2.318	-1.92464
2.319	-1.92397
2.32	-1.92321
2.321	-1.92235
2.322	-1.92141
2.323	-1.92037
2.324	-1.91924
2.325	-1.91801
2.326	-1.9167
2.327	-1.9153
2.328	-1.9138
2.329	-1.91222
2.33	-1.91055
2.331	-1.90879
2.332	-1.90694
2.333	-1.90501
2.334	-1.90298
2.335	-1.90088
2.336	-1.89869
2.337	-1.89642
2.338	-1.89406
2.339	-1.89162
2.34	-1.8891
2.341	-1.8865
2.342	-1.88382
2.343	-1.88106
2.344	-1.87823
2.345	-1.87531
2.346	-1.87232
2.347	-1.86926
2.348	-1.86612
2.349	-1.86292
2.35	-1.85963
2.351	-1.85628
2.352	-1.85286
2.353	-1.84937
2.354	-1.84581
2.355	-1.84219
2.356	-1.83849
2.357	-1.83474
2.358	-1.83092
2.359	-1.82704
2.36	-1.82309
2.361	-1.81909
2.362	-1.81502
2.363	-1.8109
2.364	-1.80672
2.365	-1.80248
2.366	-1.79819
2.367	-1.79384
2.368	-1.78944
2.369	-1.78499
2.37	-1.78048
2.371	-1.77592
2.372	-1.77132
2.373	-1.76666
2.374	-1.76196
2.375	-1.75721
2.376	-1.75241
2.377	-1.74757
2.378	-1.74268
2.379	-1.73775
2.38	-1.73277
2.381	-1.72776
2.382	-1.7227
2.383	-1.71761
2.384	-1.71247
2.385	-1.7073
2.386	-1.70208
2.387	-1.69683
2.388	-1.69155
2.389	-1.68623
2.39	-1.68087
2.391	-1.67548
2.392	-1.67006
2.393	-1.6646
2.394	-1.65911
2.395	-1.65359
2.396	-1.64804
2.397	-1.64246
2.398	-1.63685
2.399	-1.63121
2.4	-1.62555
2.401	-1.61985
2.402	-1.61413
2.403	-1.60839
2.404	-1.60261
2.405	-1.59682
2.406	-1.59099
2.407	-1.58515
2.408	-1.57928
2.409	-1.57338
2.41	-1.56747
2.411	-1.56153
2.412	-1.55557
2.413	-1.54959
2.414	-1.54359
2.415	-1.53757
2.416	-1.53153
2.417	-1.52547
2.418	-1.51939
2.419	-1.51329
2.42	-1.50717
2.421	-1.50104
2.422	-1.49489
2.423	-1.48872
2.424	-1.48254
2.425	-1.47634
2.426	-1.47012
2.427	-1.46389
2.428	-1.45764
2.429	-1.45138
2.43	-1.4451
2.431	-1.43881
2.432	-1.43251
2.433	-1.42619
2.434	-1.41986
2.435	-1.41351
2.436	-1.40716
2.437	-1.40079
2.438	-1.39441
2.439	-1.38801
2.44	-1.38161
2.441	-1.37519
2.442	-1.36876
2.443	-1.36232
2.444	-1.35587
2.445	-1.34942
2.446	-1.34295
2.447	-1.33647
2.448	-1.32998
2.449	-1.32348
2.45	-1.31697
2.451	-1.31045
2.452	-1.30392
2.453	-1.29739
2.454	-1.29084
2.455	-1.28429
2.456	-1.27773
2.457	-1.27116
2.458	-1.26458
2.459	-1.25799
2.46	-1.2514
2.461	-1.2448
2.462	-1.23819
2.463	-1.23158
2.464	-1.22496
2.465	-1.21833
2.466	-1.21169
2.467	-1.20505
2.468	-1.1984
2.469	-1.19174
2.47	-1.18508
2.471	-1.17842
2.472	-1.17174
2.473	-1.16506
2.474	-1.15838
2.475	-1.15169
2.476	-1.14499
2.477	-1.13829
2.478	-1.13158
2.479	-1.12487
2.48	-1.11815
2.481	-1.11143
2.482	-1.1047
2.483	-1.09797
2.484	-1.09123
2.485	-1.08449
2.486	-1.07774
2.487	-1.07099
2.488	-1.06423
2.489	-1.05747
2.49	-1.05071
2.491	-1.04394
2.492	-1.03717
2.493	-1.03039
2.494	-1.02361
2.495	-1.01683
2.496	-1.01004
2.497	-1.00325
2.498	-0.996449
2.499	-0.989649
2.5	-0.982846
2.501	-0.976039
2.502	-0.969229
2.503	-0.962415
2.504	-0.955598
2.505	-0.948778
2.506	-0.941954
2.507	-0.935127
2.508	-0.928297
2.509	-0.921464
2.51	-0.914628
2.511	-0.907788
2.512	-0.900946
2.513	-0.894101
2.514	-0.887253
2.515	-0.880402
2.516	-0.873549
2.517	-0.866693
2.518	-0.859834
2.519	-0.852972
2.52	-0.846108
2.521	-0.839241
2.522	-0.832372
2.523	-0.8255
2.524	-0.818626
2.525	-0.811749
2.526	-0.80487
2.527	-0.797989
2.528	-0.791105
2.529	-0.784219
2.53	-0.777331
2.531	-0.77044
2.532	-0.763548
2.533	-0.756653
2.534	-0.749756
2.535	-0.742857
2.536	-0.735956
2.537	-0.729053
2.538	-0.722148
2.539	-0.715241
2.54	-0.708332
2.541	-0.701421
2.542	-0.694508
2.543	-0.687593
2.544	-0.680677
2.545	-0.673759
2.546	-0.666839
2.547	-0.659917
2.548	-0.652993
2.549	-0.646068
2.55	-0.639141
2.551	-0.632212
2.552	-0.625282
2.553	-0.61835
2.554	-0.611417
2.555	-0.604482
2.556	-0.597545
2.557	-0.590607
2.558	-0.583668
2.559	-0.576727
2.56	-0.569784
2.561	-0.56284
2.562	-0.555895
2.563	-0.548948
2.564	-0.542
2.565	-0.53505
2.566	-0.528099
2.567	-0.521147
2.568	-0.514194
2.569	-0.507239
2.57	-0.500283
2.571	-0.493326
2.572	-0.486368
2.573	-0.479408
2.574	-0.472447
2.575	-0.465485
2.576	-0.458522
2.577	-0.451558
2.578	-0.444592
2.579	-0.437626
2.58	-0.430659
2.581	-0.42369
2.582	-0.41672
2.583	-0.40975
2.584	-0.402778
2.585	-0.395806
2.586	-0.388832
2.587	-0.381858
2.588	-0.374882
2.589	-0.367906
2.59	-0.360929
2.591	-0.353951
2.592	-0.346972
2.593	-0.339992
2.594	-0.333012
2.595	-0.32603
2.596	-0.319048
2.597	-0.312065
2.598	-0.305082
2.599	-0.298097
2.6	-0.291112
2.601	-0.284126
2.602	-0.27714
2.603	-0.270153
2.604	-0.263165
2.605	-0.256176
2.606	-0.249187
2.607	-0.242198
2.608	-0.235207
2.609	-0.228216
2.61	-0.221225
2.611	-0.214233
2.612	-0.207241
2.613	-0.200248
2.614	-0.193255
2.615	-0.186261
2.616	-0.179266
2.617	-0.172272
2.618	-0.165277
2.619	-0.158281
2.62	-0.151285
2.621	-0.144289
2.622	-0.137292
2.623	-0.130295
2.624	-0.123298
2.625	-0.116301
2.626	-0.109303
2.627	-0.102305
2.628	-0.0953063
2.629	-0.0883078
2.63	-0.081309
2.631	-0.07431
2.632	-0.0673109
2.633	-0.0603116
2.634	-0.0533121
2.635	-0.0463126
2.636	-0.0393129
2.637	-0.0323131
2.638	-0.0253132
2.639	-0.0183133
2.64	-0.0113133
2.641	-0.00431335
2.642	0.00268665
2.643	0.00968665
2.644	0.0166866
2.645	0.0236866
2.646	0.0306864
2.647	0.0376862
2.648	0.0446859
2.649	0.0516855
2.65	0.058685
2.651	0.0656844
2.652	0.0726836
2.653	0.0796826
2.654	0.0866814
2.655	0.09368
2.656	0.100678
2.657	0.107677
2.658	0.114674
2.659	0.121672
2.66	0.128669
2.661	0.135666
2.662	0.142663
2.663	0.149659
2.664	0.156655
2.665	0.163651
2.666	0.170646
2.667	0.177641
2.668	0.184635
2.669	0.191629
2.67	0.198623
2.671	0.205616
2.672	0.212608
2.673	0.2196
2.674	0.226592
2.675	0.233583
2.676	0.240573
2.677	0.247563
2.678	0.254552
2.679	0.261541
2.68	0.268529
2.681	0.275516
2.682	0.282503
2.683	0.289489
2.684	0.296474
2.685	0.303459
2.686	0.310442
2.687	0.317425
2.688	0.324408
2.689	0.331389
2.69	0.33837
2.691	0.34535
2.692	0.352329
2.693	0.359307
2.694	0.366285
2.695	0.373261
2.696	0.380237
2.697	0.387211
2.698	0.394185
2.699	0.401158
2.7	0.40813
2.701	0.415101
2.702	0.42207
2.703	0.429039
2.704	0.436007
2.705	0.442974
2.706	0.449939
2.707	0.456904
2.708	0.463867
2.709	0.470829
2.71	0.47779
2.711	0.48475
2.712	0.491709
2.713	0.498667
2.714	0.505623
2.715	0.512578
2.716	0.519532
2.717	0.526484
2.718	0.533435
2.719	0.540385
2.72	0.547333
2.721	0.554281
2.722	0.561226
2.723	0.568171
2.724	0.575113
2.725	0.582055
2.726	0.588995
2.727	0.595933
2.728	0.60287
2.729	0.609805
2.73	0.616739
2.731	0.623672
2.732	0.630602
2.733	0.637531
2.734	0.644458
2.735	0.651384
2.736	0.658308
2.737	0.66523
2.738	0.672151
2.739	0.679069
2.74	0.685986
2.741	0.692901
2.742	0.699815
2.743	0.706726
2.744	0.713635
2.745	0.720543
2.746	0.727448
2.747	0.734352
2.748	0.741253
2.749	0.748153
2.75	0.75505
2.751	0.761946
2.752	0.768839
2.753	0.77573
2.754	0.782618
2.755	0.789505
2.756	0.796389
2.757	0.803271
2.758	0.810151
2.759	0.817028
2.76	0.823903
2.761	0.830775
2.762	0.837645
2.763	0.844512
2.764	0.851377
2.765	0.858239
2.766	0.865099
2.767	0.871956
2.768	0.87881
2.769	0.885661
2.77	0.89251
2.771	0.899356
2.772	0.906199
2.773	0.913038
2.774	0.919875
2.775	0.926709
2.776	0.93354
2.777	0.940368
2.778	0.947192
2.779	0.954013
2.78	0.960831
2.781	0.967646
2.782	0.974457
2.783	0.981265
2.784	0.988069
2.785	0.994869
2.786	1.00167
2.787	1.00846
2.788	1.01525
2.789	1.02203
2.79	1.02882
2.791	1.03559
2.792	1.04237
2.793	1.04914
2.794	1.0559
2.795	1.06266
2.796	1.06942
2.797	1.07617
2.798	1.08292
2.799	1.08966
2.8	1.0964
2.801	1.10314
2.802	1.10986
2.803	1.11659
2.804	1.12331
2.805	1.13002
2.806	1.13673
2.807	1.14343
2.808	1.15013
2.809	1.15682
2.81	1.16351
2.811	1.17019
2.812	1.17687
2.813	1.18353
2.814	1.1902
2.815	1.19685
2.816	1.2035
2.817	1.21015
2.818	1.21679
2.819	1.22342
2.82	1.23004
2.821	1.23666
2.822	1.24327
2.823	1.24987
2.824	1.25646
2.825	1.26305
2.826	1.26963
2.827	1.2762
2.828	1.28276
2.829	1.28932
2.83	1.29587
2.831	1.3024
2.832	1.30893
2.833	1.31545
2.834	1.32196
2.835	1.32847
2.836	1.33496
2.837	1.34144
2.838	1.34791
2.839	1.35437
2.84	1.36083
2.841	1.36727
2.842	1.3737
2.843	1.38012
2.844	1.38652
2.845	1.39292
2.846	1.39931
2.847	1.40568
2.848	1.41204
2.849	1.41839
2.85	1.42472
2.851	1.43104
2.852	1.43735
2.853	1.44364
2.854	1.44992
2.855	1.45619
2.856	1.46244
2.857	1.46867
2.858	1.47489
2.859	1.4811
2.86	1.48729
2.861	1.49346
2.862	1.49961
2.863	1.50575
2.864	1.51187
2.865	1.51797
2.866	1.52406
2.867	1.53012
2.868	1.53617
2.869	1.54219
2.87	1.5482
2.871	1.55418
2.872	1.56015
2.873	1.56609
2.874	1.57201
2.875	1.57791
2.876	1.58379
2.877	1.58964
2.878	1.59547
2.879	1.60127
2.88	1.60705
2.881	1.6128
2.882	1.61853
2.883	1.62423
2.884	1.6299
2.885	1.63555
2.886	1.64116
2.887	1.64675
2.888	1.65231
2.889	1.65783
2.89	1.66333
2.891	1.66879
2.892	1.67422
2.893	1.67962
2.894	1.68498
2.895	1.69031
2.896	1.69561
2.897	1.70087
2.898	1.70609
2.899	1.71127
2.9	1.71642
2.901	1.72152
2.902	1.72659
2.903	1.73161
2.904	1.7366
2.905	1.74154
2.906	1.74643
2.907	1.75129
2.908	1.7561
2.909	1.76086
2.91	1.76557
2.911	1.77024
2.912	1.77486
2.913	1.77943
2.914	1.78394
2.915	1.78841
2.916	1.79282
2.917	1.79718
2.918	1.80149
2.919	1.80574
2.92	1.80993
2.921	1.81407
2.922	1.81815
2.923	1.82217
2.924	1.82613
2.925	1.83002
2.926	1.83386
2.927	1.83763
2.928	1.84133
2.929	1.84497
2.93	1.84855
2.931	1.85205
2.932	1.85549
2.933	1.85886
2.934	1.86216
2.935	1.86539
2.936	1.86854
2.937	1.87162
2.938	1.87462
2.939	1.87756
2.94	1.88041
2.941	1.88319
2.942	1.88588
2.943	1.8885
2.944	1.89104
2.945	1.8935
2.946	1.89587
2.947	1.89817
2.948	1.90038
2.949	1.9025
